弹幕出现时间,弹幕格式,弹幕字体,弹幕颜色,弹幕时间戳,弹幕池,用户ID,rowID,弹幕信息
692.41200,1,25,16777215,Sat Jul  4 13:22:42 2020,0,397ceffc,34968954578927619,好搞笑是为什么
489.63600,5,25,16777215,Sat Jul  4 13:27:05 2020,0,6bc0167c,34969092485021703,球员踢破球网，红牌罚下（doge）
946.63300,1,25,16777215,Sat Jul  4 13:27:14 2020,0,397ceffc,34969097197322247,你还记得你来这里要干嘛吗
562.54000,5,25,16777215,Sat Jul  4 13:28:38 2020,0,6bc0167c,34969141279457287,天赋：（谣言）攻击时100%概率使敌方士气下降80%
154.34700,1,25,16646914,Sat Jul  4 13:30:12 2020,0,386537,34969190200246279,好血腥
1270.71300,1,25,16777215,Sat Jul  4 13:34:20 2020,0,397ceffc,34969320488435715,南南东还行
275.49600,1,25,16777215,Sat Jul  4 13:39:10 2020,0,938eb1ab,34969472611647491,月下无限连
438.75100,1,25,16777215,Sat Jul  4 13:49:25 2020,0,a81cea4a,34969794648211461,哈哈哈
671.13300,1,25,16777215,Sat Jul  4 13:58:34 2020,0,2da6e360,34970082719825927,快接点啊
1.64500,1,25,16777215,Sat Jul  4 14:09:28 2020,0,7879b141,34970425539690501,你明明就偷了
437.65000,1,25,16777215,Sat Jul  4 14:21:29 2020,0,fe9458fa,34970803603767303,双方守门员都十分厉害
468.22800,1,25,16777215,Sat Jul  4 14:23:57 2020,0,5ded1306,34970881252392963,这就是女生之间的战斗吗
1227.96300,5,18,15138834,Sat Jul  4 14:27:28 2020,0,d719de51,34970991885549575,和第1集不带上家人相呼应
440.07200,1,25,16777215,Sat Jul  4 14:36:18 2020,0,9759c535,34971269595136007,动作指导:柯南
161.32300,1,25,16777215,Sat Jul  4 14:49:48 2020,0,beec1854,34971694493859845,咩~~~~~~~~~~~~~~~~~~~~
161.62700,1,25,16777215,Sat Jul  4 14:56:05 2020,0,79f7ff7d,34971891991576583,死了吗？
439.65300,1,25,16777215,Sat Jul  4 14:58:04 2020,0,562a955b,34971954531270663,妙啊
1277.55400,5,25,16707842,Sat Jul  4 14:59:56 2020,0,d09a7cec,34972013029752839,善善你终于登场了
1040.67200,1,25,16777215,Sat Jul  4 15:11:45 2020,0,2c128b82,34972384716390405,awsl
1099.61200,1,25,16777215,Sat Jul  4 15:13:07 2020,0,2c128b82,34972427893080069,眼睛里进陨石了
772.68600,1,25,16777215,Sat Jul  4 15:42:11 2020,0,dad4a486,34973342076764163,这不是鸣人的眼珠吗
224.98600,1,25,16777215,Sat Jul  4 15:43:30 2020,0,59978e35,34973383483981831,合力？人体这么脆弱可不能视为整体，会被五马分尸
344.02800,5,25,16707842,Sat Jul  4 15:46:38 2020,0,bb47ca8a,34973482455924743,神踏马六缸发动机
564.93000,5,25,16777215,Sat Jul  4 15:54:59 2020,0,8490607a,34973745096425475,踏马嘞
1139.05600,5,25,15138834,Sat Jul  4 15:56:02 2020,0,e4af6138,34973777972428803,"要有百種,皆分明善惡。"
1251.97000,1,25,16777215,Sat Jul  4 16:00:56 2020,0,b8e2d519,34973932028690439,很润
1257.33000,1,25,15138834,Sat Jul  4 16:01:08 2020,0,b8e2d519,34973938201133063,很润
48.66800,1,25,16777215,Sat Jul  4 16:01:22 2020,0,7f314712,34973945466716163,这就是你分首的借口
273.00300,1,25,16777215,Sat Jul  4 16:03:04 2020,0,7f314712,34973999235072005,5个圣杯够你玩吗
1286.82500,1,25,16777215,Sat Jul  4 16:03:36 2020,0,59978e35,34974015968247811,你也是雇佣兵？？？
434.83200,1,25,16777215,Sat Jul  4 16:04:42 2020,0,7f314712,34974050788835331,这原来是一部运动番的吗
767.81500,1,25,16777215,Sat Jul  4 16:08:14 2020,0,7f314712,34974161784799239,一开口就是老傲娇了
1218.42700,1,25,16777215,Sat Jul  4 16:12:30 2020,0,7f314712,34974295839473671,结尾点题深化主旨，都学着点
432.89800,5,25,15138834,Sat Jul  4 16:21:24 2020,0,4874608d,34974575875850245,世界杯
390.11000,1,25,16777215,Sat Jul  4 16:22:04 2020,0,bbc54ccf,34974596894031877,六天
653.19800,5,25,15138834,Sat Jul  4 16:25:13 2020,0,4874608d,34974695863877635,能下三碗饭
699.49800,5,25,15138834,Sat Jul  4 16:26:19 2020,0,4874608d,34974730669260803,金猫眼！发财了
1232.70100,5,25,15138834,Sat Jul  4 16:57:27 2020,0,936d515a,34975710004641799,卒章显志，记笔记，要考的
851.77500,1,25,16777215,Sat Jul  4 17:06:38 2020,0,bb3686f4,34975998725324803,鞠　まり　mari 球的意思
717.29000,1,25,16777215,Sat Jul  4 17:17:52 2020,0,81e5b246,34976352221790213,接血
727.45000,1,25,16777215,Sat Jul  4 17:18:19 2020,0,81e5b246,34976366428946439,血！！！！！！！
731.45300,1,25,16777215,Sat Jul  4 17:20:14 2020,0,25076bee,34976426822205447,诅咒指导：志村团藏
600.29600,1,25,16777215,Sat Jul  4 17:24:20 2020,0,6c068dbd,34976555578949635,别天嘴
387.83400,1,25,16777215,Sat Jul  4 17:46:28 2020,0,1385b2c,34977251892658179,黑化了
415.99600,1,25,16777215,Sat Jul  4 17:47:00 2020,0,1385b2c,34977268835549189,蹴鞠？
698.54400,1,25,16777215,Sat Jul  4 17:51:25 2020,0,1b9cf2e4,34977407849463815,太下饭了
616.05800,1,25,16777215,Sat Jul  4 17:51:32 2020,0,1385b2c,34977411415146501,撒哟娜拉
655.82600,1,25,16777215,Sat Jul  4 17:52:27 2020,0,1385b2c,34977439976259587,三碗不过岗
693.66900,5,25,41194,Sat Jul  4 17:53:24 2020,0,1385b2c,34977470208802819,西内
866.13000,5,25,41194,Sat Jul  4 17:56:29 2020,0,1385b2c,34977566895898629,小帅哥来玩呀
248.88400,1,25,16777215,Sat Jul  4 17:58:15 2020,0,dfbb2cb7,34977622664413189,秀技能吗
1005.86000,5,25,41194,Sat Jul  4 17:59:18 2020,0,1385b2c,34977655713431559,吃醋了醋王上线，他酸了
1255.48500,5,25,41194,Sat Jul  4 18:05:44 2020,0,1385b2c,34977857788706821,知道就好
1286.24700,5,25,41194,Sat Jul  4 18:06:23 2020,0,1385b2c,34977878517481479,哈哈哈哈
371.88900,1,25,14811775,Sat Jul  4 18:08:58 2020,0,a655b7,34977959778451461,哈哈
445.00800,1,25,16777215,Sat Jul  4 18:13:32 2020,0,2c387b76,34978103357341701,好球
423.68700,1,25,16777215,Sat Jul  4 18:48:52 2020,0,e571de7f,34979214646050823,梅西
454.49900,1,25,16777215,Sat Jul  4 18:49:23 2020,0,e571de7f,34979230802509831,若日尼奥
722.02400,1,25,16777215,Sat Jul  4 18:56:03 2020,0,c0f4c4d6,34979440947625987,嘴遁真有用
1154.82800,5,25,15138834,Sat Jul  4 18:57:17 2020,0,2df9cda4,34979479500619783,珠世前面说过，已经解除了诅咒
851.85600,1,25,16777215,Sat Jul  4 19:10:07 2020,0,7401f09f,34979883308810247,日常温柔
1200.64600,5,25,15138834,Sat Jul  4 19:11:45 2020,0,84fee6fa,34979934815387653,搭噶，口头哇路
1284.16600,5,25,16707842,Sat Jul  4 19:13:38 2020,0,84fee6fa,34979993953501191,善善
1097.07700,1,25,16777215,Sat Jul  4 19:18:29 2020,0,aa65d129,34980146699042887,她能看到鬼还是人类时的样子
459.04800,1,25,16777215,Sat Jul  4 19:18:51 2020,0,bbef6984,34980157932961797,这是成长S
426.14900,1,25,16777215,Sat Jul  4 19:25:52 2020,0,340db110,34980378835419141,世界波
298.81000,1,25,16777215,Sat Jul  4 19:34:00 2020,0,583f7b00,34980634341933059,众所周知水系不缺蓝
646.97600,1,25,16777215,Sat Jul  4 19:38:06 2020,0,5cecba43,34980763376549893,果然下饭
858.33500,1,25,16777215,Sat Jul  4 19:42:59 2020,0,5cecba43,34980916933165059,提前亚撒西
1018.61600,1,25,16777215,Sat Jul  4 19:45:53 2020,0,5cecba43,34981008176578563,哦亚撒西阔多！
246.29400,1,25,16777215,Sat Jul  4 19:54:39 2020,0,f3a088b,34981284057448451,鬼灭波纹疾走
332.76000,1,25,16646914,Sat Jul  4 20:17:49 2020,0,f9a7f50b,34982012661530629,索隆笑了
586.65100,1,25,16646914,Sat Jul  4 20:23:28 2020,0,f9a7f50b,34982190873313287,正在开启幻术：50%
614.34500,1,25,16646914,Sat Jul  4 20:24:50 2020,0,f9a7f50b,34982233431867395,这番是要变成火影是吧
1.87900,1,25,16777215,Sat Jul  4 20:25:38 2020,0,50aefa5f,34982258635440135,连淦十斤
699.36200,1,25,16646914,Sat Jul  4 20:27:07 2020,0,f9a7f50b,34982305496301571,那陆多！有人偷你眼睛
482.84400,1,25,16777215,Sat Jul  4 20:39:30 2020,0,4b6f416a,34982694907543555,柯南直呼内行
487.31200,1,25,16777215,Sat Jul  4 20:41:55 2020,0,25c121d,34982771139018759,这就是爱啊
481.68600,1,25,16777215,Sat Jul  4 20:49:47 2020,0,1e40607d,34983018349199363,鞋子质量真好，给个链接
180.57800,1,25,16777215,Sat Jul  4 20:54:25 2020,0,22fe6350,34983164215558147,动作指导：迪奥布兰度
147.72200,1,25,16777215,Sat Jul  4 20:59:20 2020,0,60690f49,34983318958112771,咩～～～～～～～～～～～～～～～～～～～
363.16400,1,25,16777215,Sat Jul  4 21:04:04 2020,0,8c4feb3a,34983467614208007,指甲刀
1023.94800,1,25,16777215,Sat Jul  4 21:04:27 2020,0,684b4582,34983479637180419,醋王
419.47300,1,25,16777215,Sat Jul  4 21:20:06 2020,0,2a95e131,34983972111908871,c罗一样的大力出奇迹
486.26800,1,25,16777215,Sat Jul  4 21:21:35 2020,0,2a95e131,34984018605244419,C罗一般的大力
1287.42000,5,25,16707842,Sat Jul  4 21:32:04 2020,0,3f9dfee6,34984348594733061,弥勒法师
415.82400,1,25,16777215,Sat Jul  4 21:42:57 2020,0,a1a985e8,34984691201212423,中国足球队能请您来吗
183.54100,1,25,16777215,Sat Jul  4 21:44:04 2020,0,a39a01a6,34984726060597251,子安你快笑啊子安
695.84000,1,25,16777215,Sat Jul  4 21:56:31 2020,0,5cf986ca,34985117822746627,给豆子都吓睡着了
500.56300,1,25,16777215,Sat Jul  4 21:57:21 2020,0,6ff82512,34985143733583877,你俩别帮忙啊，看着啊！
463.14800,1,25,16777215,Sat Jul  4 22:05:49 2020,0,7fd96275,34985410275835909,国足需要你们
141.39400,1,25,16777215,Sat Jul  4 22:18:07 2020,0,2047d308,34985797195661315,咩——————————————
259.89900,1,25,16777215,Sat Jul  4 22:22:06 2020,0,668f0bd7,34985922702868483,语言指导：六道佩恩
1177.15000,1,25,16777215,Sat Jul  4 22:42:53 2020,0,f38919b,34986576196403207,东亚醋王
421.80200,1,25,16777215,Sat Jul  4 22:44:47 2020,0,4ce4b3b5,34986636173901829,少林功夫好啊
706.42900,1,25,16777215,Sat Jul  4 22:47:40 2020,0,8cdd262c,34986726947553283,吗v，每次只能
1004.12500,1,25,16777215,Sat Jul  4 23:06:29 2020,0,b89fe0c5,34987318755459139,脸黑
502.91400,1,25,9487136,Sat Jul  4 23:08:22 2020,0,f96c9f31,34987377708498949,进球了，豆子夺冠了
1036.35400,1,25,9487136,Sat Jul  4 23:17:50 2020,0,f96c9f31,34987675766226947,瞬间就变成豆豆眼了好卡哇伊啊
1235.83400,1,25,16777215,Sat Jul  4 23:24:38 2020,0,1eb52717,34987889808375815,眼睛里进宇宙了
661.04700,1,25,16777215,Sat Jul  4 23:29:45 2020,0,3f4df96d,34988050714984453,再来一碗
413.12800,1,25,16777215,Sat Jul  4 23:59:58 2020,0,c239e41,34989000939274311,激素时间还没到
442.94300,1,25,16777215,Sun Jul  5 00:02:52 2020,0,a6feb2ca,34989092171153415,等下破音障了
458.54400,1,25,41194,Sun Jul  5 00:03:22 2020,0,a6feb2ca,34989108194443267,破音障了要
1332.25700,1,25,16777215,Sun Jul  5 00:06:43 2020,0,3f5d392e,34989213336731653,还真有弥勒的呀
428.85900,1,18,9599289,Sun Jul  5 00:08:50 2020,0,ec241458,34989280215433219,爽歪歪
1248.25400,1,25,15138834,Sun Jul  5 00:10:08 2020,0,c239e41,34989320871870471,这还用你说？
673.59400,1,25,16777215,Sun Jul  5 00:15:33 2020,0,5e3addd3,34989491337297923,还行吧。。
939.30300,1,25,16777215,Sun Jul  5 00:50:16 2020,0,ac3c5bd2,34990583228399619,无惨必须死
500.65900,1,25,16777215,Sun Jul  5 00:55:28 2020,0,49df3f05,34990746878607365,少林功夫好耶
412.77400,1,25,16777215,Sun Jul  5 00:59:26 2020,0,fcfb95c7,34990871618256899,少林足球
576.14600,1,25,16777215,Sun Jul  5 01:21:32 2020,0,ce31024b,34991567260352519,跟他聊天
331.50100,1,25,16777215,Sun Jul  5 02:24:41 2020,0,e8317fbb,34993553524391943,人类是有极限的
148.71200,1,25,16777215,Sun Jul  5 02:26:05 2020,0,b5939840,34993597658955779,咩~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~他
1092.61500,5,25,15138834,Sun Jul  5 07:32:30 2020,0,9d2e63a7,35003236430643207,眼睛里进虱子了
171.04700,1,25,16777215,Sun Jul  5 07:45:19 2020,0,da06c7a8,35003639610212357,爆破流
845.93300,5,25,16707842,Sun Jul  5 08:00:54 2020,0,580b4e1c,35004130217951239,bo ki（幻听）
1291.66800,1,25,16777215,Sun Jul  5 08:20:05 2020,0,2a21b6d0,35004733315350533,降智打击
435.16100,1,25,16777215,Sun Jul  5 09:15:44 2020,0,7e0a8821,35006484149436419,you can really soccer
445.20500,1,25,16777215,Sun Jul  5 09:20:34 2020,0,12397cf3,35006636262162437,中门对猪
652.13500,1,25,16777215,Sun Jul  5 09:31:39 2020,0,d738793b,35006984749580291,唇棒中
1011.78900,1,25,16777215,Sun Jul  5 09:45:08 2020,0,91fffd6d,35007408925835267,他酸了
439.34400,1,25,16777215,Sun Jul  5 10:31:03 2020,0,571c6e2e,35008853084471299,？？？好家伙高燃打斗番
430.39500,1,25,16777215,Sun Jul  5 10:39:08 2020,0,c7856108,35009107400327173,国足未来
340.62300,1,25,16777215,Sun Jul  5 10:42:12 2020,0,e40fcadf,35009203931709445,苍响直呼内行
19.49600,5,25,15138834,Sun Jul  5 10:57:28 2020,0,dbfe5f04,35009684335230979,才十集有什么好说的
338.47200,1,25,16777215,Sun Jul  5 11:12:01 2020,0,83f0599c,35010141778608131,索隆爱了
1203.89900,1,25,16777215,Sun Jul  5 11:42:03 2020,0,e593d0db,35011086645198851,与标题相照应
1203.89900,1,25,16777215,Sun Jul  5 11:42:39 2020,0,e593d0db,35011105566228487,与标题相照应
648.64100,5,25,15138834,Sun Jul  5 12:25:04 2020,0,a84709fa,35012440132943875,好好看
450.14800,1,25,16777215,Sun Jul  5 12:25:27 2020,0,634e473b,35012451897966597,nb
758.05900,1,25,16777215,Sun Jul  5 12:28:57 2020,0,55ce8bae,35012561913511943,那黑死牟拿的刀呢？
9.59000,1,25,16777215,Sun Jul  5 12:30:26 2020,0,19cd765e,35012608573046791,这个标题？
430.77800,1,25,16777215,Sun Jul  5 12:47:11 2020,0,b56df67b,35013135560605701,你们在干什么啊？
1274.98200,1,25,16777215,Sun Jul  5 12:49:09 2020,0,e87de4d,35013197544030215,巴基附体？
1290.82300,5,25,16646914,Sun Jul  5 12:50:40 2020,0,19cd765e,35013245462904835,这是王马小吉的声优？
381.64800,1,25,16777215,Sun Jul  5 12:58:10 2020,0,8c9f1953,35013481004531719,鬼刃版梅西
1142.08200,1,25,16777215,Sun Jul  5 12:59:34 2020,0,b56df67b,35013525256536067,去埃及吧
1209.42600,1,25,16777215,Sun Jul  5 13:00:11 2020,0,a059de66,35013544807235587,嗯，妹控实锤
371.77600,1,25,16777215,Sun Jul  5 13:11:13 2020,0,91587f26,35013891650486275,索隆的一刀流也不是用嘴吧
1192.36000,1,25,16777215,Sun Jul  5 13:15:23 2020,0,c211c266,35014022647513095,妹控
451.39900,1,25,16777215,Sun Jul  5 13:41:37 2020,0,fb51bc49,35014848278953987,她急了
429.08500,1,25,16707842,Sun Jul  5 13:48:42 2020,0,e634657,35015070842355717,动作指导：罗伯特-卡洛斯
434.40800,1,25,16777215,Sun Jul  5 14:08:50 2020,0,cef26b8e,35015704169676805,谁输了就送中国参加国足
1159.65500,1,25,16777215,Sun Jul  5 14:09:56 2020,0,ada9fcaf,35015738907951109,如果把人都变成鬼，鬼会进化成不吃人吗？
1282.10900,1,25,16777215,Sun Jul  5 14:12:12 2020,0,ada9fcaf,35015809935343621,妹夫上线
498.06600,1,25,16777215,Sun Jul  5 14:31:04 2020,0,fd18dd3a,35016403406815239,死了了
442.29700,1,25,16777215,Sun Jul  5 14:45:39 2020,0,50779da3,35016862109532165,好热血！
481.87400,1,25,16777215,Sun Jul  5 14:52:29 2020,0,28689962,35017077287288835,厉害了
913.82300,5,25,15138834,Sun Jul  5 14:58:25 2020,0,a1ebfb88,35017263847833607,有球，可以玩，血马赚啊
481.33900,1,25,16777215,Sun Jul  5 15:05:11 2020,0,ea57f68a,35017476951506947,成长A
139.06900,1,25,41194,Sun Jul  5 15:05:37 2020,0,89bcc2ec,35017490171428871,咩～～～～～～～～
353.90100,1,25,16777215,Sun Jul  5 15:12:26 2020,0,96ba4e36,35017704986378247,主宰
3.77900,1,25,16777215,Sun Jul  5 15:24:03 2020,0,9e8ef846,35018070114697221,连肝10集
