弹幕出现时间,弹幕格式,弹幕字体,弹幕颜色,弹幕时间戳,弹幕池,用户ID,rowID,弹幕信息
52.55900,1,25,16777215,Wed Jul 22 14:43:22 2020,0,553c54f3,35786864736600069,我的妈。。。。
2380.47700,1,25,16777215,Wed Jul 22 14:43:25 2020,0,6925e138,35786866238160899,1
2391.79400,1,25,16777215,Wed Jul 22 14:43:29 2020,0,4bce4220,35786868531920903,1
2395.61100,1,25,16777215,Wed Jul 22 14:43:35 2020,0,71978720,35786871376707589,111
2374.01900,1,25,16777215,Wed Jul 22 14:43:35 2020,0,f51d1514,35786871700193283,1
2388.70200,1,25,16777215,Wed Jul 22 14:43:39 2020,0,c889874e,35786873738100739,1
2385.05500,1,25,16777215,Wed Jul 22 14:43:58 2020,0,6750ca03,35786883602579459,111111
2374.81700,1,25,16777215,Wed Jul 22 14:44:17 2020,0,86723225,35786893789495303,1
2379.60000,1,25,16777215,Wed Jul 22 14:44:18 2020,0,d8865437,35786894283374595,1
2383.26600,1,25,16777215,Wed Jul 22 14:44:26 2020,0,ff1ed2d4,35786898070831109,1
1863.29100,1,25,16777215,Wed Jul 22 14:44:27 2020,0,16b2417f,35786898659606533,来自东方的神秘力量是狂铁说的么
2375.36700,1,25,16777215,Wed Jul 22 14:44:28 2020,0,b85dbbd6,35786899178651655,1
2390.95700,1,25,16646914,Wed Jul 22 14:44:29 2020,0,8077c80e,35786899811991555,1
1167.87300,1,25,16777215,Wed Jul 22 14:44:30 2020,0,6fdfd2d5,35786900586364933,基洛夫？
2378.83100,1,25,16777215,Wed Jul 22 14:44:45 2020,0,4c35ec0d,35786908180676615,下次一定
2375.24100,1,25,16777215,Wed Jul 22 14:44:51 2020,0,a915aaf5,35786911286558725,1
2377.29600,1,25,16777215,Wed Jul 22 14:44:51 2020,0,93cd3261,35786911584354307,1
2380.25500,1,25,16777215,Wed Jul 22 14:44:52 2020,0,2ad9325d,35786911985958919,1
2374.64400,1,25,16777215,Wed Jul 22 14:44:52 2020,0,a4b8498c,35786912033669125,1
2374.72600,1,25,16777215,Wed Jul 22 14:44:54 2020,0,c54d676f,35786913151975431,111
2374.97500,1,25,16777215,Wed Jul 22 14:44:55 2020,0,9456dd39,35786913723449347,1
2057.07700,1,25,16777215,Wed Jul 22 14:44:58 2020,0,a755012b,35786915125919747,艾伦没有罪，都说了AM只是找乐子而已
2382.23300,1,25,16777215,Wed Jul 22 14:45:05 2020,0,fd380235,35786918502858755,1
2376.19900,1,25,16777215,Wed Jul 22 14:45:08 2020,0,517c5704,35786920354643973,1
2377.36800,1,25,16777215,Wed Jul 22 14:45:09 2020,0,86815548,35786921010528261,1
2389.33900,1,25,16777215,Wed Jul 22 14:45:14 2020,0,c3452826,35786923340464135,1
980.25700,1,25,16777215,Wed Jul 22 14:45:17 2020,0,6599965d,35786925258833923,666
275.06000,1,25,16777215,Wed Jul 22 14:45:19 2020,0,d8b9e66f,35786926068858887,我去这个游戏我玩过
1025.98400,1,25,16777215,Wed Jul 22 14:45:21 2020,0,7ad33ae6,35786927087026179,777
2400.91100,1,25,16777215,Wed Jul 22 14:45:23 2020,0,f53ffba6,35786928011345925,1
2383.26000,1,25,16777215,Wed Jul 22 14:45:26 2020,0,bb565c6,35786929534926853,1
2380.35200,1,25,16777215,Wed Jul 22 14:45:27 2020,0,49fdc31a,35786930429362179,1
2379.39000,1,25,16777215,Wed Jul 22 14:45:28 2020,0,15ff60c3,35786930580881413,1
1032.09300,1,25,16777215,Wed Jul 22 14:45:33 2020,0,7ad33ae6,35786933621751815,777
152.80900,1,25,16777215,Wed Jul 22 14:45:33 2020,0,c10fcfaa,35786933657927687,ohhhhh
2383.55900,1,25,16777215,Wed Jul 22 14:45:34 2020,0,4f73d5a9,35786933790048261,111
2376.38900,1,25,16777215,Wed Jul 22 14:45:44 2020,0,da267535,35786938962149379,1
2379.40000,1,25,16777215,Wed Jul 22 14:45:44 2020,0,2d82abaa,35786939367424003,1开心一下
2383.62700,1,25,16777215,Wed Jul 22 14:45:46 2020,0,8b2a30dc,35786940318482437,111111
2370.87800,1,25,16777215,Wed Jul 22 14:45:52 2020,0,7dd85b8a,35786943107170307,11111
1024.57100,1,25,16777215,Wed Jul 22 14:45:54 2020,0,2b90d7a3,35786944409501699,777
1019.75900,1,25,16777215,Wed Jul 22 14:45:57 2020,0,6599965d,35786945995997191,888
2107.59300,1,25,16777215,Wed Jul 22 14:46:01 2020,0,853253bc,35786948071653379,平局。
2375.35800,1,25,16777215,Wed Jul 22 14:46:03 2020,0,cf0dfd32,35786949006983173,11111111
2384.39200,1,25,16777215,Wed Jul 22 14:46:07 2020,0,9425924a,35786951061667845,1111111
2396.22600,1,25,16777215,Wed Jul 22 14:46:20 2020,0,9425924a,35786958218199043,1111
2409.43800,5,25,15138834,Wed Jul 22 14:46:25 2020,0,1fbf5e9,35786960742645767,我们会回去的！你还不明白吗？我们是人类！
2324.96900,1,25,16777215,Wed Jul 22 14:46:27 2020,0,2cf8ca6d,35786961887166469,求bgm
2373.92800,1,25,16777215,Wed Jul 22 14:46:31 2020,0,202eb7f,35786963626229767,1
2380.36800,1,25,16777215,Wed Jul 22 14:46:31 2020,0,efa2a84e,35786963693862915,1
2183.87500,1,25,16777215,Wed Jul 22 14:46:47 2020,0,ef6e892a,35786972101345287,人类
2378.67200,1,25,16777215,Wed Jul 22 14:46:47 2020,0,104d474e,35786972400713735,1
2376.71700,1,25,16777215,Wed Jul 22 14:46:54 2020,0,ad5c4219,35786976006242309,1
2139.93900,1,25,16777215,Wed Jul 22 14:46:58 2020,0,cced5ad6,35786977854357511,冻块
2395.29300,1,25,16777215,Wed Jul 22 14:46:58 2020,0,ac234a21,35786977908883459,11111
2372.33000,1,25,16777215,Wed Jul 22 14:46:59 2020,0,bca287f3,35786978266972163,111111
2376.08800,1,25,16777215,Wed Jul 22 14:47:05 2020,0,a8db560a,35786981762924549,1
2374.26500,1,25,16777215,Wed Jul 22 14:47:13 2020,0,bba26ce4,35786985841360903,1111111
2381.84400,1,25,16777215,Wed Jul 22 14:47:13 2020,0,7504fc40,35786985896411141,1
2380.81900,1,25,16777215,Wed Jul 22 14:47:18 2020,0,facd7ebb,35786988377866247,1
1020.93500,1,25,16777215,Wed Jul 22 14:47:20 2020,0,4c30c5f,35786989687013381,777
357.16100,5,25,16777215,Wed Jul 22 14:47:22 2020,0,402715a2,35786990793261059,是钳子吧，物品的图标是个钳子
2374.11300,1,25,16777215,Wed Jul 22 14:47:35 2020,0,3a1a4810,35786997612150791,1
642.29800,5,25,15138834,Wed Jul 22 14:47:40 2020,0,a07e024c,35786999898046469,说考拉的有点常识
2387.61100,1,25,16777215,Wed Jul 22 14:47:48 2020,0,798f9c0f,35787004421079045,1
2378.31800,1,25,16777215,Wed Jul 22 14:47:53 2020,0,3875d20d,35787006525571077,11111
1446.49000,1,25,16646914,Wed Jul 22 14:47:54 2020,0,b80b900e,35787007126929411,是玩家在救赎他们
2376.99000,1,25,16777215,Wed Jul 22 14:48:05 2020,0,c8a10d59,35787012904583171,1
2390.88400,1,25,16777215,Wed Jul 22 14:48:06 2020,0,db6af656,35787013889196039,11111
749.45300,1,25,16777215,Wed Jul 22 14:48:07 2020,0,fdff4a41,35787013995102211,全是人性
2082.12800,1,25,16777215,Wed Jul 22 14:48:14 2020,0,16b2417f,35787017912582147,键师傅：已经死了
2378.78100,1,25,16777215,Wed Jul 22 14:48:17 2020,0,eb400fb1,35787019558322181,1
2374.84700,1,25,16777215,Wed Jul 22 14:48:21 2020,0,86a9dd45,35787021353484295,1
2373.81900,1,25,16777215,Wed Jul 22 14:48:32 2020,0,20cd8c9d,35787027012648963,1111111
2396.89600,1,25,16777215,Wed Jul 22 14:48:35 2020,0,25f377f2,35787028826161155,1111111
2088.99500,1,25,16777215,Wed Jul 22 14:48:35 2020,0,16b2417f,35787028943601669,果然是反应了人性，好好思考一下把
1501.66700,1,25,16777215,Wed Jul 22 14:48:42 2020,0,2d75281c,35787032628822023,罗志祥
2410.88900,5,25,16707842,Wed Jul 22 14:48:46 2020,0,1fbf5e9,35787034649427973,你们不能保护你自己，因为我们有很多很多的伪装
2389.60200,1,25,16777215,Wed Jul 22 14:48:52 2020,0,da2ad6a0,35787037798825987,1111
2381.86100,1,25,16777215,Wed Jul 22 14:48:53 2020,0,49402270,35787038201479171,111111
2374.77000,1,25,16777215,Wed Jul 22 14:48:58 2020,0,530486f5,35787040871677959,1
2410.88900,5,25,16707842,Wed Jul 22 14:49:01 2020,0,1fbf5e9,35787042662121475,我们会回来
643.61800,5,25,15138834,Wed Jul 22 14:49:02 2020,0,a07e024c,35787042942615555,新生的考拉宝宝效化系统不好
2384.94100,1,25,16777215,Wed Jul 22 14:49:04 2020,0,acefe199,35787043803496455,1
2384.97300,1,25,16777215,Wed Jul 22 14:49:06 2020,0,9b7253c7,35787045259444231,1
1028.24400,1,25,16777215,Wed Jul 22 14:49:08 2020,0,5d12143a,35787046240387075,啊这……
2376.75200,1,25,16777215,Wed Jul 22 14:49:12 2020,0,c74adfc6,35787048377909255,1111
2376.91800,1,25,16777215,Wed Jul 22 14:49:17 2020,0,86277525,35787050877714435,1
1033.83200,1,25,16777215,Wed Jul 22 14:49:18 2020,0,5d12143a,35787051605950471,woc
2376.20800,1,25,16777215,Wed Jul 22 14:49:19 2020,0,db92203c,35787052114509831,1
2378.70300,1,25,16777215,Wed Jul 22 14:49:32 2020,0,54b3cead,35787058804424711,1
2378.46900,1,25,16777215,Wed Jul 22 14:49:37 2020,0,4e3904,35787061539635203,111111
1022.19000,1,25,16777215,Wed Jul 22 14:49:40 2020,0,268885a5,35787062664232965,777
1054.99400,1,25,16777215,Wed Jul 22 14:49:49 2020,0,5d12143a,35787067626094663,爽了
2377.50900,1,25,16777215,Wed Jul 22 14:49:50 2020,0,a8424f5c,35787068264677447,1
2418.59500,1,25,16777215,Wed Jul 22 14:49:52 2020,0,8cbd0d9,35787069220978691,1
2413.57100,1,25,16777215,Wed Jul 22 14:49:52 2020,0,8cbd0d9,35787069220978755,1
2375.10200,1,25,16777215,Wed Jul 22 14:49:54 2020,0,b87082fc,35787070265360389,111111
2376.91200,1,25,16777215,Wed Jul 22 14:49:59 2020,0,29c8da42,35787072776699909,1
2373.94500,1,25,16777215,Wed Jul 22 14:50:04 2020,0,e33869dd,35787075692789767,1111
2377.32700,1,25,16777215,Wed Jul 22 14:50:04 2020,0,fff0031a,35787075704848391,1
568.96100,1,25,16777215,Wed Jul 22 14:50:06 2020,0,eac04842,35787076477648903,她们。。。。
977.94800,1,25,16777215,Wed Jul 22 14:50:09 2020,0,e3010a6,35787077839749125,666
2375.50900,1,25,16777215,Wed Jul 22 14:50:10 2020,0,af633bac,35787078715310085,1
2377.09200,1,25,16777215,Wed Jul 22 14:50:11 2020,0,23a3483c,35787079271579655,1
1286.12400,1,25,16777215,Wed Jul 22 14:50:21 2020,0,1262c213,35787084576325635,你的心里一无所有
2064.48700,1,25,16777215,Wed Jul 22 14:50:50 2020,0,e1acfe3a,35787099676344327,看完了
975.86900,1,25,16777215,Wed Jul 22 14:50:50 2020,0,901995a4,35787099814232067,？？？？？？？
2381.85400,1,25,16777215,Wed Jul 22 14:50:51 2020,0,1415f229,35787100174942213,111111
2376.19100,1,25,16777215,Wed Jul 22 14:51:00 2020,0,fdcf53df,35787104993673223,111111
979.66400,1,25,16777215,Wed Jul 22 14:51:02 2020,0,6bde60f,35787106005024775,?????????
2378.16400,1,25,16777215,Wed Jul 22 14:51:04 2020,0,6b738359,35787106724872195,1
2373.50000,1,25,16777215,Wed Jul 22 14:51:08 2020,0,fce5c154,35787108866064451,1
2373.48100,1,25,16777215,Wed Jul 22 14:51:09 2020,0,f9512225,35787109442256903,1
2377.35500,1,25,16777215,Wed Jul 22 14:51:14 2020,0,aac23323,35787112410251269,1
1538.26000,1,25,16777215,Wed Jul 22 14:51:15 2020,0,bf892115,35787112716959751,想起来疯狂动物城的午夜嚎叫了
892.64600,1,25,16777215,Wed Jul 22 14:51:17 2020,0,7d40636a,35787113663299655,admin
2376.73000,1,25,16777215,Wed Jul 22 14:51:19 2020,0,a50bd242,35787114658398211,111
609.62000,1,25,16777215,Wed Jul 22 14:51:19 2020,0,8a8bfa5c,35787114786848775,am吧，两个和一块了，很明显
1340.07300,1,25,16777215,Wed Jul 22 14:51:20 2020,0,1262c213,35787115460034567,众所周知，家暴会遗传
2373.45500,1,25,16777215,Wed Jul 22 14:51:20 2020,0,1a093980,35787115501977603,1
2049.46000,1,25,16777215,Wed Jul 22 14:51:24 2020,0,49306ef3,35787117382074375,太精彩了
2378.71400,1,25,16777215,Wed Jul 22 14:51:26 2020,0,ae0e6c04,35787118357250051,1
2261.57500,1,25,16777215,Wed Jul 22 14:51:30 2020,0,c6405b54,35787120717594629,绝
1017.96500,1,25,16777215,Wed Jul 22 14:51:33 2020,0,901995a4,35787121894096899,777
886.91400,1,25,15138834,Wed Jul 22 14:51:38 2020,0,c3995be4,35787124898791431,.......................................
