弹幕出现时间,弹幕格式,弹幕字体,弹幕颜色,弹幕时间戳,弹幕池,用户ID,rowID,弹幕信息
842.43100,1,25,41194,Fri Jul 10 10:37:55 2020,0,2ca2e01c,35235562010968071,石田将也友情出镜
597.67700,1,25,16777215,Fri Jul 10 10:38:57 2020,0,d070faa8,35235594409869383,面具咋就变成头饰了
979.31400,1,25,15138834,Fri Jul 10 10:40:15 2020,0,2ca2e01c,35235635109822469,聊上了害！
192.42600,1,25,16777215,Fri Jul 10 10:43:13 2020,0,42c53e50,35235728492855301,牛顿呢   
1296.65600,1,25,15138834,Fri Jul 10 10:45:01 2020,0,2ca2e01c,35235785169960963,鬼：就……挺突然
1052.45200,5,18,41194,Fri Jul 10 11:11:36 2020,0,e4b12e8b,35236621354795011,还给你半集时间蹦哒，快把雷赶紧踩完吧
1126.33700,1,18,41194,Fri Jul 10 11:13:06 2020,0,e4b12e8b,35236668743614467,斑纹     开！
400.75900,1,25,16777215,Fri Jul 10 11:39:00 2020,0,a9789c9e,35237483147952135,嘲讽面具
277.15900,1,25,16777215,Fri Jul 10 11:56:01 2020,0,164702bd,35238018707619843,最厚后的晚餐
980.33000,1,25,16777215,Fri Jul 10 11:57:56 2020,0,c687fb9e,35238078795218949,好淡定的闲聊
767.46100,1,25,15138834,Fri Jul 10 12:00:42 2020,0,93985983,35238166082355203,小优直乎内行
1299.45000,1,25,16777215,Fri Jul 10 12:03:25 2020,0,c687fb9e,35238251096702979,剁椒鱼头!
297.74800,1,25,16777215,Fri Jul 10 12:04:06 2020,0,69aeabd9,35238272593559557,妹妹:？?？
486.61200,1,25,16777215,Fri Jul 10 12:07:14 2020,0,69aeabd9,35238371621601285,妹妹:？？?
267.07400,1,25,16777215,Fri Jul 10 12:10:41 2020,0,b30a1652,35238480092594179,自来y
270.47400,1,25,16777215,Fri Jul 10 12:10:56 2020,0,b30a1652,35238487541678083,自来也老师
794.45200,1,25,16777215,Fri Jul 10 12:12:22 2020,0,69aeabd9,35238533009506307,振金
249.09600,1,25,16777215,Fri Jul 10 12:14:25 2020,0,2c75cd83,35238597618040837,自来也！
1067.52900,1,25,16777215,Fri Jul 10 12:16:55 2020,0,69aeabd9,35238676180500485,灾厄面具
396.03800,1,25,16777215,Fri Jul 10 12:17:14 2020,0,2c75cd83,35238686002511879,写轮轮回眼....
624.47100,1,25,16777215,Fri Jul 10 12:24:56 2020,0,ad70cf32,35238928081485827,索兰索兰
992.70300,1,25,16777215,Fri Jul 10 12:33:46 2020,0,574cb92,35239206251921415,鬼童丸直呼内行
320.90000,1,25,16777215,Fri Jul 10 12:39:35 2020,0,21e9aeec,35239389196976135,一袋米能扛几楼
528.11700,1,25,16777215,Fri Jul 10 12:42:38 2020,0,5f34606d,35239484948217863,这俩其中一个是男孩子哦
187.50100,1,25,16777215,Fri Jul 10 13:03:48 2020,0,dd4f8c27,35240150730539011,沢田纲吉的隐形眼镜大呼内行
626.48100,1,25,16777215,Fri Jul 10 13:09:10 2020,0,dd4f8c27,35240319658754051,阴乐家
630.93500,5,25,16776960,Fri Jul 10 13:09:28 2020,0,dd4f8c27,35240328909815811,阴乐家
1317.18500,1,25,16777215,Fri Jul 10 13:10:49 2020,0,f5cb6722,35240371400736775,脖子？哪有？
1298.55400,1,25,16777215,Fri Jul 10 13:12:28 2020,0,47685043,35240423436845059,舒服！
801.09100,1,25,16777215,Fri Jul 10 13:14:07 2020,0,badb3a9d,35240475615035397,山之恶魔 波刚
793.23500,1,25,14811775,Fri Jul 10 13:14:39 2020,0,badb3a9d,35240492122767363,山之恶魔 波刚
1254.92300,5,25,16740868,Fri Jul 10 13:17:19 2020,0,dd4f8c27,35240575981060103,动作指导：利威尔兵长
341.70900,1,25,16777215,Fri Jul 10 13:18:58 2020,0,47ee309e,35240627736150019,奇怪的cp增加了
872.05100,1,25,16777215,Fri Jul 10 13:21:30 2020,0,d6b69a6b,35240707384934407,橡胶手枪？？？
905.91200,1,25,16777215,Fri Jul 10 13:26:03 2020,0,ed7be67,35240850776653829,啊啊啊男主太善良了吧
939.80500,1,25,16777215,Fri Jul 10 13:27:59 2020,0,ed7be67,35240911687909381,哈哈哈哈哈老怠惰了
522.71700,1,25,16707842,Fri Jul 10 13:30:45 2020,0,c23bbc70,35240998394658821,头上有疤的男人，个个都是传奇。
939.74200,1,25,16777215,Fri Jul 10 13:38:12 2020,0,5abf9c69,35241232830562311,怠惰是你什么人？
919.81300,1,25,16777215,Fri Jul 10 13:39:57 2020,0,164702bd,35241288047001605,逐渐怠惰化
1226.71400,1,25,16777215,Fri Jul 10 13:45:26 2020,0,164702bd,35241460429225989,你咋知道的
665.04200,1,25,16777215,Fri Jul 10 13:58:32 2020,0,106aede9,35241872487612419,跑啊
517.37000,1,25,16777215,Fri Jul 10 14:02:05 2020,0,a6bddd36,35241984162529351,鹿丸！！？？
436.30500,1,25,16777215,Fri Jul 10 14:03:43 2020,0,bdcec154,35242035779731459,法式美甲
1314.62600,1,25,16777215,Fri Jul 10 14:13:28 2020,0,44a7f1be,35242342489260035,ohhhhhhh
568.34400,1,25,15138834,Fri Jul 10 14:18:47 2020,0,3086ce38,35242509383237639,吃什么？说吧……
422.66900,1,25,16777215,Fri Jul 10 14:36:55 2020,0,d6e5c536,35243079852621827,男的女的
429.07000,1,25,16777215,Fri Jul 10 14:37:01 2020,0,d6e5c536,35243083196530691,男的女的折磨
