弹幕出现时间,弹幕格式,弹幕字体,弹幕颜色,弹幕时间戳,弹幕池,用户ID,rowID,弹幕信息
696.32800,1,25,9599289,Sat Jul  4 15:21:41 2020,0,6ac792f6,34972697267011587,黑刀
849.61800,1,25,15138834,Sat Jul  4 15:21:50 2020,0,d17b093a,34972702032789511,rapper
643.05400,1,25,16777215,Sat Jul  4 15:31:04 2020,0,2ef2f75e,34972992627277827,wwww
1063.50400,1,25,16777215,Sat Jul  4 15:32:07 2020,0,b8cf435,34973025832009733,绅士
1062.33000,1,25,16707842,Sat Jul  4 15:33:57 2020,0,2ef2f75e,34973083156086791,一看就是绅士
1262.42200,1,25,16707842,Sat Jul  4 15:35:31 2020,0,2ef2f75e,34973132629475331,果然炭之郎一家都是亚萨西
354.24800,1,25,16777215,Sat Jul  4 15:38:21 2020,0,3488d6c3,34973221568643077,掉斧头的好地方
586.62700,1,25,16777215,Sat Jul  4 15:39:34 2020,0,b3d10fcb,34973260056625155,叫汪汪队
1304.08900,1,25,16777215,Sat Jul  4 15:43:39 2020,0,6d9427e1,34973388264439815,腿越细打人越狠
96.64700,1,25,41194,Sat Jul  4 15:45:36 2020,0,f210975a,34973449989390343,煮了蛋
396.77200,1,25,41194,Sat Jul  4 15:49:52 2020,0,f210975a,34973584087580677,肾透支
308.20600,1,25,16777215,Sat Jul  4 16:01:41 2020,0,17a7b4d6,34973955863871495,kjkkv
335.57300,1,25,16777215,Sat Jul  4 16:02:09 2020,0,17a7b4d6,34973970219401221,ihkgh
426.64300,1,25,16777215,Sat Jul  4 16:03:40 2020,0,17a7b4d6,34974017985708037,好看鸭111
635.18100,1,25,16777215,Sat Jul  4 16:07:46 2020,0,17a7b4d6,34974146995159047,午i1
1006.54900,1,25,16777215,Sat Jul  4 16:14:51 2020,0,2d53ebe1,34974369594212359,多重影分身术。
1134.06800,1,25,16777215,Sat Jul  4 16:20:36 2020,0,d17b093a,34974550538059779,这些人是真滴变态
1062.07700,1,25,16777215,Sat Jul  4 16:29:55 2020,0,1dc30ceb,34974843578351619,喜欢嫩的
1199.68700,5,25,41194,Sat Jul  4 16:30:09 2020,0,c2888e83,34974851132817415,难道你也是替身使者
742.16800,1,25,14811775,Sat Jul  4 16:51:04 2020,0,bb307f5,34975509053964291,hhhhhhhhc
771.79400,1,25,2236962,Sat Jul  4 17:03:00 2020,0,4295e1a6,34975884458852359,黑色
