弹幕出现时间,弹幕格式,弹幕字体,弹幕颜色,弹幕时间戳,弹幕池,用户ID,rowID,弹幕信息
1236.57800,1,25,16777215,Thu Jul  2 12:07:18 2020,0,cc323670,34875985770840069,叮咚买菜到了，门口取一下
497.54500,5,25,16707842,Thu Jul  2 12:18:50 2020,0,a483d59b,34876348447588355,究极生物
910.52500,5,25,16707842,Thu Jul  2 12:25:49 2020,0,a483d59b,34876568239603719,老许三观了
78.36200,1,25,16777215,Thu Jul  2 12:44:32 2020,0,936756e4,34877157002969095,一只猪
942.18100,1,25,16777215,Thu Jul  2 12:51:05 2020,0,c24f9fff,34877362835816453,豆子太可爱了吧
410.98300,1,25,16777215,Thu Jul  2 13:53:05 2020,0,e39fcfbb,34879313233838085,没事找事型
905.37800,1,25,16777215,Thu Jul  2 14:10:24 2020,0,b96a808,34879857937088517,卖血？
419.16400,1,25,16777215,Thu Jul  2 14:17:38 2020,0,fa8f9c80,34880085691465731,路走没了
1046.78000,1,25,16777215,Thu Jul  2 14:19:39 2020,0,d6794a47,34880149081030659,润润！
411.39300,1,25,16777215,Thu Jul  2 14:21:41 2020,0,277748d7,34880212947697669,兄弟你要完
766.16600,1,25,16777215,Thu Jul  2 14:23:43 2020,0,fa8f9c80,34880276699545669,老站台了
1140.05900,1,25,16777215,Thu Jul  2 14:51:15 2020,0,c2751b96,34881142862643271,支线任务
1235.48700,1,25,16777215,Thu Jul  2 14:52:20 2020,0,b9ac9783,34881177207177219,这不马上就过来吗？
829.60500,1,25,16777215,Thu Jul  2 15:06:28 2020,0,c7de45d4,34881621644541959,吃动物不可以么
1129.68800,1,25,16777215,Thu Jul  2 15:11:58 2020,0,cda7e1c5,34881794730360835,emm
423.99400,1,25,16777215,Thu Jul  2 15:23:04 2020,0,3e33988c,34882143811272711,雷区舞王
1015.97000,5,25,41194,Thu Jul  2 15:24:57 2020,0,3d174798,34882203002863619,语言指导 布加拉提
699.35400,1,25,16777215,Thu Jul  2 15:43:15 2020,0,d81a6ff1,34882778976223239,佐菲大人
1304.49400,1,25,16777215,Thu Jul  2 15:55:11 2020,0,d81a6ff1,34883154395267079,人体描边大师
1157.34400,1,25,16777215,Thu Jul  2 15:58:23 2020,0,770e9ac3,34883254814244867,正好来俩送菜的
