弹幕出现时间,弹幕格式,弹幕字体,弹幕颜色,弹幕时间戳,弹幕池,用户ID,rowID,弹幕信息
939.60100,1,25,16777215,Sat Jul  4 20:25:36 2020,0,d25c4951,34982257637720071,门：当时吧，就挺突然的
795.17600,1,25,16777215,Sat Jul  4 20:27:39 2020,0,c211c266,34982322479038469,多么平静的音乐
602.48500,1,25,16777215,Sat Jul  4 20:28:58 2020,0,99813fd,34982363699609607,甲乙丙丁戊己庚辛
608.50500,1,25,16777215,Sat Jul  4 20:29:20 2020,0,99813fd,34982375347191813,烷烃命名法
1102.54700,1,25,16777215,Sat Jul  4 20:33:22 2020,0,c211c266,34982501818564615,好熟悉的声音但是想不起来是谁了
1275.52800,1,25,16777215,Sat Jul  4 20:33:46 2020,0,d25c4951,34982514509479941,绅士出没之地
1404.74300,1,25,16777215,Sat Jul  4 20:34:33 2020,0,d25c4951,34982539145248773,勇闯无人区
1419.34300,1,25,16777215,Sat Jul  4 20:35:00 2020,0,d25c4951,34982553258557445,祖安乌鸦
16.84200,1,25,15138834,Sat Jul  4 20:35:18 2020,0,9bbea56f,34982563153969159,自己的肝
656.54100,1,25,16777215,Sat Jul  4 20:44:20 2020,0,acf7a4b9,34982846833098759,这声优好像札克
663.66100,1,25,15138834,Sat Jul  4 20:44:42 2020,0,acf7a4b9,34982858858168327,这声音好像札克
943.76600,1,25,16777215,Sat Jul  4 20:48:08 2020,0,47eb5618,34982966647586819,抱歉笑道了 平板垫脑
1277.92200,1,25,16777215,Sat Jul  4 20:48:13 2020,0,dac4cc8b,34982969051971591,色鬼？
1340.04900,5,18,15138834,Sat Jul  4 20:50:14 2020,0,4f5376fa,34983032521228295,你不是一个人
387.36800,5,25,15138834,Sat Jul  4 21:10:44 2020,0,70dcac0f,34983677317873667,眼里进压路机了
406.14100,5,25,15138834,Sat Jul  4 21:11:17 2020,0,70dcac0f,34983694772469763,都是时辰的错
564.94700,5,25,15138834,Sat Jul  4 21:14:09 2020,0,70dcac0f,34983784741339143,佩恩两道
480.89900,1,25,15138834,Sat Jul  4 21:21:31 2020,0,ee1b4b17,34984016642310151,三杀
602.37000,1,25,15138834,Sat Jul  4 21:27:51 2020,0,f96c9f31,34984215841341443,什么都都
926.15500,1,25,15772458,Sat Jul  4 21:29:51 2020,0,ee1b4b17,34984278794174467,人老了眼睛里容易进砖头
787.06800,5,25,16646914,Sat Jul  4 21:36:42 2020,0,c8ad691b,34984494248755207,四代目
1042.13600,5,25,16646914,Sat Jul  4 21:42:21 2020,0,c8ad691b,34984672019611651,鬼寐之妹
1058.25100,5,25,16646914,Sat Jul  4 21:42:47 2020,0,c8ad691b,34984685836173317,PPAP
