弹幕出现时间,弹幕格式,弹幕字体,弹幕颜色,弹幕时间戳,弹幕池,用户ID,rowID,弹幕信息
770.24500,1,25,16777215,Thu Jul  9 01:13:45 2020,0,7c2d27a1,35172516295081991,吃饱了
300.70600,5,25,15138834,Thu Jul  9 01:14:32 2020,0,738d1048,35172540634103813,前方高能
1135.20000,1,25,16777215,Thu Jul  9 01:20:42 2020,0,7c2d27a1,35172734596546565,有走位的鸭
1188.15000,1,25,16777215,Thu Jul  9 01:47:34 2020,0,ae0a89cf,35173579767676933,所以他们到底吃啥啊
53.87100,1,25,16777215,Thu Jul  9 02:17:17 2020,0,ef2e8a7d,35174514634522631,医药费
1235.51500,1,25,16777215,Thu Jul  9 02:51:34 2020,0,9b7d722c,35175592987459591,狙击王！！
432.39800,1,25,16777215,Thu Jul  9 03:58:43 2020,0,2c2bc194,35177705610149891,秀儿
598.00500,1,25,16777215,Thu Jul  9 04:01:55 2020,0,2c2bc194,35177806096760835,鬼摔死了=-=
281.59300,1,25,16777215,Thu Jul  9 06:33:14 2020,0,4eadb5aa,35182566019956743,三碗不过岗
1023.56200,1,25,16777215,Thu Jul  9 06:34:19 2020,0,56f7dfd9,35182600284798983,……………
432.34400,1,25,16777215,Thu Jul  9 07:01:36 2020,0,20929bf6,35183458661171207,就....挺秃然的
1082.71900,1,25,16777215,Thu Jul  9 07:44:38 2020,0,87aafe9e,35184812279988231,扫雷大师啊
730.28900,1,25,16777215,Thu Jul  9 07:52:54 2020,0,e072b550,35185072264445955,快保护祢豆子啊你个憨憨
8.25800,1,25,9599289,Thu Jul  9 08:01:11 2020,0,baf934de,35185333126561799,－15
509.98600,5,18,41194,Thu Jul  9 09:18:56 2020,0,e4b12e8b,35187778901245959,头柱上线
1125.73300,5,18,41194,Thu Jul  9 09:29:48 2020,0,e4b12e8b,35188120343805957,是破绽的味道！
23.47000,1,25,16777215,Thu Jul  9 09:56:38 2020,0,bff17863,35188964444340231,好熟悉
757.02900,1,25,16777215,Thu Jul  9 09:57:43 2020,0,13a44b1d,35188998709182467,....
129.92000,1,25,16777215,Thu Jul  9 09:59:44 2020,0,bff17863,35189062378192903,lisa
447.07500,1,25,16777215,Thu Jul  9 10:07:55 2020,0,b6142f99,35189319599128583,世界波～～～～～！
400.64200,1,25,16777215,Thu Jul  9 10:31:40 2020,0,dada37a4,35190066430607363,呃呃呃呃呃呃呃呃
407.02600,1,25,16777215,Thu Jul  9 10:31:46 2020,0,dada37a4,35190069769797637,呃呃呃
