弹幕出现时间,弹幕格式,弹幕字体,弹幕颜色,弹幕时间戳,弹幕池,用户ID,rowID,弹幕信息
1125.03200,1,25,16777215,Wed Jul  8 15:22:17 2020,0,d18b0ed6,35153909995536391,心疼面三秒
991.43300,1,25,2236962,Wed Jul  8 15:23:01 2020,0,8d436d36,35153933240369155,MR 2？
276.14700,1,25,16777215,Wed Jul  8 15:24:17 2020,0,e7a69800,35153973239349315,#003 这
299.74600,1,25,2236962,Wed Jul  8 15:26:13 2020,0,b0631f69,35154034146934791,nice
1305.00000,1,25,16777215,Wed Jul  8 15:27:26 2020,0,d18b0ed6,35154072023597061,好帅
1131.20700,1,25,2236962,Wed Jul  8 15:34:40 2020,0,bc4e7f37,35154299490140163,碗————————————
598.10500,1,25,16777215,Wed Jul  8 15:37:26 2020,0,57a1b2d8,35154386780422149,有理有据
1146.07700,1,25,38979,Wed Jul  8 15:39:16 2020,0,c5577a1d,35154444397051907,你妹的，你妹！！！！！！
346.83200,1,25,16777215,Wed Jul  8 15:53:55 2020,0,7d7ae5a7,35154905229950983,妙木山？
1117.32500,1,25,16777215,Wed Jul  8 15:55:32 2020,0,326c5263,35154956314476547,乌冬面啊啊啊
649.46100,1,25,16777215,Wed Jul  8 16:05:08 2020,0,607ba90d,35155258355220483,汗阿塞i
895.17300,1,25,16777215,Wed Jul  8 16:09:14 2020,0,607ba90d,35155387182219271,埃玛黛伊
12.55900,1,25,15138834,Wed Jul  8 16:09:35 2020,0,29dac42c,35155398006669315,开幕雷击
29.05900,1,25,15138834,Wed Jul  8 16:10:00 2020,0,29dac42c,35155411406946307,脑筋急转弯
303.40900,1,25,2236962,Wed Jul  8 16:16:41 2020,0,81f1fff1,35155621626511365,怎么变黑
439.86600,1,25,2236962,Wed Jul  8 16:18:58 2020,0,81f1fff1,35155693165084679,所以他怎么出去
921.97300,1,25,15138834,Wed Jul  8 16:25:13 2020,0,29dac42c,35155890129600515,买一送一
1093.79200,1,25,41194,Wed Jul  8 16:28:39 2020,0,29dac42c,35155998127685637,阿伟出来走流程
260.31600,1,25,2236962,Wed Jul  8 16:33:12 2020,0,1e9cf8ce,35156141126713351,、、、
262.50500,1,25,38979,Wed Jul  8 16:35:56 2020,0,feccf6f7,35156227097886725,哦？
986.96200,1,25,16777215,Wed Jul  8 16:41:42 2020,0,b634975f,35156408135581701,傲娇乌鸦
997.82000,1,25,16777215,Wed Jul  8 16:42:59 2020,0,b634975f,35156448840253443,没见过世面的样子
1168.94000,1,25,16777215,Wed Jul  8 17:02:51 2020,0,ea3ed652,35157073883299843,妹妹给忘记了，回来回来
963.67000,1,25,16777215,Wed Jul  8 17:12:06 2020,0,e069e8cb,35157364618821635,浅草？红丸会解决的（dog）
253.34000,1,25,2236962,Wed Jul  8 17:19:39 2020,0,7222be21,35157602193637379,嗯嗯
289.09200,1,25,9599289,Wed Jul  8 17:21:19 2020,0,c9e4ab21,35157654893494275,【000000】
1189.87300,1,25,16777215,Wed Jul  8 17:38:41 2020,0,60d8abd5,35158201030148103,无惨真的帅
502.36400,1,25,16777215,Wed Jul  8 17:46:46 2020,0,92e7fbdb,35158455179280391,睡了两年
488.63900,1,25,16777215,Wed Jul  8 17:58:55 2020,0,10a03ded,35158837479604227,标指
1279.50600,1,25,16777215,Wed Jul  8 18:09:05 2020,0,f0ffa575,35159157378646021,哇哦
